"Function Name","Grid
Dimensions","Block
Dimensions","Start Time
(μs)","Duration
(μs)","Occupancy","Registers
per Thread","Static Shared
Memory per
Block (bytes)","Dynamic Shared
Memory per
Block (bytes)","Cache
Configuration
Executed","Global
Caching
Requested","Global
Caching
Executed","Local Memory
per Thread
(bytes)","Device
Name","Context
ID","Stream
ID","Process
Name","Occupancy [0]:
Allocated Warps
Per Block","Occupancy [0]:
Allocated Registers
Per Block","Occupancy [0]:
Allocated Shared Memory
Per Block","Occupancy [0]:
Max Block Limit
Warps","Occupancy [0]:
Max Block Limit
Registers","Occupancy [0]:
Max Block Limit
Shared Memory","Occupancy [0]:
Block Limit Reason"
"costVolumOnGPU2","{375396, 1, 1}","{16, 16, 1}","1693086,22","35213,694","0,75","37","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","10240","0","8","6","2147483647","Registers"
"costVolumOnGPU2","{375396, 1, 1}","{16, 16, 1}","1945241,913","35088,687","0,75","37","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","10240","0","8","6","2147483647","Registers"
"sumArraysOnGPU","{93849, 1, 1}","{64, 1, 1}","1291008,389","737,662","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","2","1024","0","32","64","2147483647","Warps, Blocks"
"sumArraysOnGPU","{93849, 1, 1}","{64, 1, 1}","1303136,646","736,126","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","2","1024","0","32","64","2147483647","Warps, Blocks"
"x_derivativeOnGPU","{5866, 1, 1}","{1024, 1, 1}","1681689,243","1285,236","1","21","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","24576","0","2","2","2147483647","Warps, Registers"
"x_derivativeOnGPU","{5866, 1, 1}","{1024, 1, 1}","1682975,983","1286,837","1","21","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","24576","0","2","2","2147483647","Warps, Registers"
"x_derivativeOnGPU","{5866, 1, 1}","{1024, 1, 1}","1933596,961","1288,148","1","21","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","24576","0","2","2","2147483647","Warps, Registers"
"x_derivativeOnGPU","{5866, 1, 1}","{1024, 1, 1}","1934886,389","1281,876","1","21","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","24576","0","2","2","2147483647","Warps, Registers"
"chToFlOnGPU","{46925, 1, 1}","{128, 1, 1}","2587063,575","317,741","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","4","2048","0","16","32","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","2620915,313","6847,509","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","2627764,134","3715,734","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","2746320,316","2542,726","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"flToChOnGPU","{46925, 1, 1}","{128, 1, 1}","2748864,098","334,862","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","4","2048","0","16","32","2147483647","Warps"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","2763915,457","487,412","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","2764403,733","488,787","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","2792250,455","6825,907","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","2799077,77","3717,558","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","2811195,661","2537,03","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelSousOnGPU","{46925, 1, 1}","{128, 1, 1}","2813734,515","406,097","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","4","2048","0","16","32","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","2928007,802","430,066","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","2955397,548","6845,269","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","2962244,129","3718,358","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","2974936,497","2552,551","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","2977490,168","513,109","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3004985,579","6844,243","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3011831,039","3718,325","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3024739,044","2563,079","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","3027303,243","1228,722","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3058802,304","6827,474","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3065631,09","3717,878","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3098260,768","6840,275","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3105102,227","3716,63","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3127499,064","2543,079","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3130043,199","2543,622","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","3132587,941","619,769","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","3133208,895","642,265","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","3179673,393","429,233","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3206829,944","6840,436","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3213671,532","3717,878","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3226321,735","2546,407","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","3228869,454","511,413","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3256187,197","6835,125","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3263023,57","3715,158","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3275687,427","2539,719","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","3278228,394","1227,633","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3309820,384","6833,299","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3316654,963","3718,422","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3348862,219","6838,772","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3355702,431","3718,199","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3378141,337","2545,382","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3380688,191","2542,31","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","3383231,877","620,153","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","3383853,086","640,922","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","3430458,416","428,945","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3460114,104","6830,194","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3466945,514","3717,558","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3479657,658","2523,622","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","3482182,592","512,308","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3509252,416","6830,13","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3516083,666","3715,189","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3528813,514","2537,926","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","3531352,561","1227,441","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3563082,766","6832,308","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3569916,258","3718,357","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3602448,045","6848,309","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3609297,665","3718,326","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3631682,421","2554,407","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3634238,332","2539,942","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","3636779,458","618,137","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","3637399,131","633,337","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","3684083,118","429,201","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3712255,513","6832,403","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3719088,972","3716,885","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3731786,745","2573,224","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","3734361,377","512,885","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3761496,647","6829,651","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3768327,45","3716,662","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3781341,853","2554,31","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","3783897,507","1228,05","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3815678,147","6843,091","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3822522,326","3717,878","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3854508,584","6856,308","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3861366,108","3718,389","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3884198,277","2535,173","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3886734,57","2565,224","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","3889301,01","619,16","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","3889921,419","630,265","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","3936494,008","428,945","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","3964186,159","6828,114","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","3971015,745","3717,493","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","3983736,62","2545,35","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","3986283,282","512,437","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","4013637,884","6835,666","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","4020474,638","3717,366","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","4033211,689","2558,791","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","4035771,856","1226,385","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","4067366,79","6841,939","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","4074209,945","3717,59","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","4106534,416","6838,322","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","4113373,954","3717,205","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","4136110,662","2558,279","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","4138670,477","2589,192","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","4141260,821","619,385","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","4141881,742","625,305","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","4194786,621","429,426","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","4222031,493","6847,572","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","4228880,376","3717,494","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","4241565,657","2553,671","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","4244120,672","512,212","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","4271591,021","6849,427","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","4278441,696","3716,533","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","4291150,57","2573,255","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","4293725,361","1227,569","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","4325493,483","6830,866","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
